ebird_code_v2022,scientific_name
plcsta,Heliomaster constantii
stbsta1,Heliomaster squamosus
bltsta2,Heliomaster furcifer
wbmgem1,Lampornis hemileucus
buthum,Lampornis clemenciae
amthum1,Lampornis amethystinus
gtmgem1,Lampornis viridipallens
gbmgem1,Lampornis sybillae
ptmgem,Lampornis calolaemus
whtmog2,Lampornis castaneoventris cinereicauda
gathum1,Lamprolaima rhami
amewoo1,Calliphlox amethystina
pucwoo1,Myrtis fanny
oashum1,Rhodopis vesper
shtwoo1,Myrmia micrura
pershe2,Thaumastura cora
matwoo1,Philodice bryantae
putwoo1,Philodice mitchellii
chiwoo1,Eulidia yarrellii
sltwoo1,Microstilbon burmeisteri
whbwoo6,Chaetocercus mulsant
litwoo5,Chaetocercus bombus
gorwoo2,Chaetocercus heliodor
samwoo2,Chaetocercus astreans
spthum1,Tilmatura dupontii
sleshe1,Doricha enicura
mexshe1,Doricha eliza
luchum,Calothorax lucifer
beahum1,Calothorax pulcher
bkchum,Archilochus alexandri
rthhum,Archilochus colubris
verhum1,Mellisuga minima
beehum1,Mellisuga helenae
annhum,Calypte anna
coshum,Calypte costae
calhum,Selasphorus calliope
rufhum,Selasphorus rufus
allhum,Selasphorus sasin
brthum,Selasphorus platycercus
bumhum,Selasphorus heloisa
withum1,Selasphorus ellioti
scihum1,Selasphorus scintilla
dushum1,Phaeoptila sordida
cubeme1,Riccordia ricordii
pureme1,Riccordia maugaeus
blhhum1,Riccordia bicolor
brbhum,Cynanthus latirostris
brbhum2,Cynanthus doubledayi
goceme1,Cynanthus auriceps
caneme1,Cynanthus canivetii
weseme1,Chlorostilbon melanorhynchus
rebeme1,Chlorostilbon gibsoni
blteme1,Chlorostilbon mellisugus
chieme1,Chlorostilbon olivaresi
glbeme1,Chlorostilbon lucidus
shteme1,Chlorostilbon poortmani
whehum,Basilinna leucotis
xanhum,Basilinna xantusii
wetsab1,Pampa curvipennis
lotsab1,Pampa curvipennis excellens
rufsab1,Pampa rufa
emchum1,Abeillia abeillei
vihhum1,Klais guimeti
anchum1,Orthorhyncus cristatus
samblo1,Anthocephala floriceps
tolblo1,Anthocephala berlepschi
plover3,Stephanoxis lalandi
plover4,Stephanoxis loddigesii
gybsab1,Campylopterus largipennis
gybsab4,Campylopterus calcirupicola
gybsab5,Campylopterus diamantinensis
rubsab1,Campylopterus hyperythrus
whtsab1,Campylopterus ensipennis
lazsab1,Campylopterus falcatus
viosab1,Campylopterus hemileucurus
bubsab1,Campylopterus duidae
napsab1,Campylopterus villaviscensio
brtplu1,Chalybura urochrysia
whvplu1,Chalybura buffonii
crowoo1,Thalurania colombica
fotwoo1,Thalurania furcata
lotwoo2,Thalurania watertonii
vicwoo2,Thalurania glaucopis
snowca1,Microchera albocoronata
whteme1,Microchera chionura
mexwoo1,Eupherusa ridgwayi
stthum1,Eupherusa eximia
blbhum1,Eupherusa nigriventris
scbhum1,Phaeochroa cuvierii
bufhum1,Leucippus fallax
tumhum1,Thaumasius baeri
spthum2,Thaumasius taczanowskii
mashum1,Taphrospilus hypostictus
swthum1,Eupetomena macroura
somhum1,Eupetomena cirrochloris
olshum1,Talaphorus chlorocercus
stream2,Trochilus polytmus
stream3,Trochilus scitulus
vichum,Leucolia violiceps
grfhum1,Leucolia viridifrons
azchum1,Saucerottia cyanocephala
buvhum1,Saucerottia hoffmanni
berhum,Saucerottia beryllina
blthum1,Saucerottia cyanura
snbhum1,Saucerottia edward
stvhum2,Saucerottia saucerottei
inchum1,Saucerottia cyanifrons
chbhum1,Saucerottia castaneiventris
grbhum1,Saucerottia viridigaster
corhum1,Saucerottia tobaci
cinhum1,Amazilia rutila
bubhum,Amazilia yucatanensis
rtlhum,Amazilia tzacatl
honeme1,Amazilia luciae
manhum1,Amazilia boucardi
amahum1,Amazilis amazilia
andeme1,Uranomitra franciae
shghum1,Chrysuronia goudoti
gotsap1,Chrysuronia oenone
vereme1,Chrysuronia versicolor
sathum1,Chrysuronia coeruleogularis
sabhum1,Chrysuronia lilliae
humsap2,Chrysuronia humboldtii
blhsap1,Chrysuronia grayi
whceme1,Chrysuronia brevirostris
plbeme1,Chrysuronia leucogaster
whthum2,Leucochloris albicollis
glteme1,Chionomesa fimbriata
saseme1,Chionomesa lactea
rutsap1,Hylocharis sapphirina
gilhum1,Hylocharis chrysura
whbhum1,Elliotomyia chionogaster
gawhum1,Elliotomyia viridicauda
blchum1,Polyerata amabilis
chahum1,Polyerata decora
puchum1,Polyerata rosenbergi
whbeme1,Chlorestes candida
bltgol1,Chlorestes eliciae
whcsap1,Chlorestes cyanus
vibhum1,Chlorestes julie
bucsap1,Chlorestes notata
grbtur1,Corythaeola cristata
bfgbir1,Corythaixoides personatus
grygab1,Corythaixoides concolor
wbgbir1,Corythaixoides leucogaster
wesple1,Crinifer piscator
easple1,Crinifer zonurus
puctur2,Tauraco porphyreolophus
ruwtur2,Ruwenzorornis johnstoni
prrtur1,Tauraco ruspolii
whctur1,Tauraco leucotis
viotur1,Musophaga violacea
rostur1,Musophaga rossae
yebtur1,Tauraco macrorhynchus
whctur2,Tauraco leucolophus
rectur1,Tauraco erythrolophus
guitur1,Tauraco persa
livtur1,Tauraco livingstonii
schtur1,Tauraco schalowi
knytur1,Tauraco corythaix
blbtur1,Tauraco schuettii
fistur1,Tauraco fischeri
hartur1,Tauraco hartlaubi
grebus1,Otis tarda
arabus1,Ardeotis arabs
korbus1,Ardeotis kori
houbus1,Chlamydotis undulata
ludbus1,Neotis ludwigii
whbbus2,Eupodotis senegalensis
blubus1,Eupodotis caerulescens
karbus1,Eupodotis vigorsii
ruebus1,Eupodotis rueppelii
savbus1,Eupodotis savilei
bucbus1,Eupodotis gindiana
recbus1,Eupodotis ruficrista
blabus3,Eupodotis afra
whqbus1,Eupodotis afraoides
bkbbus1,Lissotis melanogaster
lesflo2,Sypheotides indicus
litbus1,Tetrax tetrax
guicuc1,Guira guira
greani1,Crotophaga major
smbani,Crotophaga ani
grbani,Crotophaga sulcirostris
strcuc1,Tapera naevia
phecuc1,Dromococcyx phasianellus
pavcuc1,Dromococcyx pavoninus
legcuc1,Morococcyx erythropygus
greroa,Geococcyx californianus
lesroa1,Geococcyx velox
rvgcuc1,Neomorphus geoffroyi
scgcuc1,Neomorphus squamiger
bagcuc1,Neomorphus radiolosus
rwgcuc1,Neomorphus rufipennis
rbgcuc1,Neomorphus pucheranii
buhcou1,Centropus milo
piecou1,Centropus ateralbus
grbcou1,Centropus menbeki
biacou1,Centropus chalybeus
rufcou1,Centropus unirufus
grbcou2,Centropus chlororhynchos
blfcou1,Centropus melanops
blhcou1,Centropus steerii
shtcou1,Centropus rectunguis
baycou1,Centropus celebensis
gabcou1,Centropus anselli
bltcou1,Centropus leucogaster
sencou1,Centropus senegalensis
blhcou2,Centropus monachus
cotcou1,Centropus cupreicaudus
whbcou1,Centropus superciliosus
whbcou3,Centropus superciliosus burchellii/fasciipygialis
grecou1,Centropus sinensis
madcou1,Centropus toulou
golcou1,Centropus goliath
blacou1,Centropus grillii
phicou1,Centropus viridis
lescou1,Centropus bengalensis
viocou1,Centropus violaceus
lebcou1,Centropus bernsteini
phecou2,Centropus phasianinus
andcou1,Centropus andamanensis
bogcuc1,Carpococcyx radiceus
sugcuc1,Carpococcyx viridis
cbgcuc1,Carpococcyx renauldi
crecou1,Coua cristata
blucou1,Coua caerulea
reccou1,Coua ruficeps
refcou1,Coua reynaudii
coqcou1,Coua coquereli
runcou1,Coua cursor
giacou1,Coua gigas
rebcou1,Coua serriana
rafmal1,Rhinortha chlorophaea
yellow5,Ceuthmochares aereus
yellow6,Ceuthmochares australis
sirmal1,Taccocua leschenaultii
rebmal2,Zanclostomus javanicus
yebmal1,Rhamphococcyx calyorhynchus
chbmal2,Phaenicophaeus curvirostris
chbmal1,Phaenicophaeus sumatranus
blfmal1,Phaenicophaeus viridirostris
blbmal1,Phaenicophaeus diardi
grbmal1,Phaenicophaeus tristis
recmal1,Dasylophus superciliosus
scfmal1,Dasylophus cumingi
chwcuc1,Clamator coromandus
grscuc1,Clamator glandarius
levcuc1,Clamator levaillantii
piecuc1,Clamator jacobinus
litcuc2,Coccycua minuta
dwacuc1,Coccycua pumila
asccuc1,Coccycua cinerea
squcuc1,Piaya cayana
blbcuc1,Piaya melanogaster
dabcuc1,Coccyzus melacoryphus
yebcuc,Coccyzus americanus
pebcuc1,Coccyzus euleri
mancuc,Coccyzus minor
bkbcuc,Coccyzus erythropthalmus
gyccuc,Coccyzus lansbergi
chbcuc4,Coccyzus pluvialis
babcuc4,Coccyzus rufigularis
grelic1,Coccyzus merlini
purlic1,Coccyzus vieilloti
hislic1,Coccyzus longirostris
thbcuc1,Pachycoccyx audeberti
dwakoe1,Microdynamis parva
asikoe2,Eudynamys scolopaceus
bkbkoe1,Eudynamys melanorhynchus
asikoe3,Eudynamys orientalis
lotkoe1,Urodynamis taitensis
chbcuc2,Scythrops novaehollandiae
asecuc1,Chrysococcyx maculatus
viocuc1,Chrysococcyx xanthorhynchus
didcuc1,Chrysococcyx caprius
klacuc1,Chrysococcyx klaas
yetcuc1,Chrysococcyx flavigularis
afecuc1,Chrysococcyx cupreus
lobcuc1,Chrysococcyx megarhynchus
hobcuc1,Chrysococcyx basalis
blecuc1,Chrysococcyx osculans
rtbcuc1,Chrysococcyx ruficollis
shbcuc1,Chrysococcyx lucidus
webcuc1,Chrysococcyx meyerii
libcuc1,Chrysococcyx minutillus
palcuc1,Cacomantis pallidus
whckoe1,Cacomantis leucolophus
chbcuc3,Cacomantis castaneiventris
fatcuc1,Cacomantis flabelliformis
babcuc2,Cacomantis sonneratii
placuc1,Cacomantis merulinus
placuc3,Cacomantis passerinus
brucuc1,Cacomantis variolosus
brucuc2,Cacomantis variolosus [sepulcralis Group]
molcuc1,Cacomantis aeruginosus
dltcuc1,Cercococcyx mechowi
oltcuc1,Cercococcyx olivinus
bltcuc1,Cercococcyx montanus
phidrc1,Surniculus velutinus
asidrc3,Surniculus lugubris
asidrc2,Surniculus dicruroides
asidrc4,Surniculus musschenbroeki
mohcuc1,Hierococcyx vagans
larhac2,Hierococcyx sparverioides
larhac1,Hierococcyx bocki
cohcuc1,Hierococcyx varius
nohcuc1,Hierococcyx hyperythrus
phhcuc1,Hierococcyx pectoralis
malhac1,Hierococcyx fugax
hodhac1,Hierococcyx nisicolor
blacuc1,Cuculus clamosus
reccuc1,Cuculus solitarius
lescuc1,Cuculus poliocephalus
suhcuc1,Cuculus crassirostris
indcuc1,Cuculus micropterus
madcuc1,Cuculus rochii
afrcuc1,Cuculus gularis
himcuc1,Cuculus saturatus
oricuc2,Cuculus optatus
suncuc2,Cuculus lepidus
comcuc,Cuculus canorus
whbmes2,Mesitornis variegatus
bromes1,Mesitornis unicolor
tibsan1,Syrrhaptes tibetanus
palsan1,Syrrhaptes paradoxus
pitsan1,Pterocles alchata
namsan1,Pterocles namaqua
chbsan,Pterocles exustus
sposan1,Pterocles senegallus
blbsan1,Pterocles orientalis
yetsan1,Pterocles gutturalis
crosan1,Pterocles coronatus
blfsan1,Pterocles decoratus
madsan1,Pterocles personatus
licsan1,Pterocles lichtensteinii
paisan1,Pterocles indicus
fobsan1,Pterocles quadricinctus
dobsan1,Pterocles bicinctus
bursan1,Pterocles burchelli
rocpig,Columba livia
hilpig1,Columba rupestris
snopig1,Columba leuconota
spepig1,Columba guinea
whcpig1,Columba albitorques
stodov1,Columba oenas
pabpig1,Columba eversmanni
cowpig1,Columba palumbus
tropig1,Columba trocaz
bolpig1,Columba bollii
laupig1,Columba junoniae
afepig1,Columba unicincta
rampig1,Columba arquatrix
compig1,Columba pollenii
spwpig1,Columba hodgsonii
aswpig1,Columba pulchricollis
niwpig1,Columba elphinstonii
siwpig1,Columba argentina
jawpig1,Columba janthina
metpig1,Columba vitiensis
whhpig1,Columba leucomela
yelpig1,Columba pallidiceps
delpig1,Columba delegorguei
brnpig1,Columba iriditorques
satpig1,Columba malherbii
lemdov2,Aplopelia larvata
whcpig2,Patagioenas leucocephala
scnpig1,Patagioenas squamosa
scapig2,Patagioenas speciosa
picpig2,Patagioenas picazuro
baepig2,Patagioenas corensis
spwpig3,Patagioenas maculosa
batpig1,Patagioenas fasciata
pavpig2,Patagioenas cayennensis
rebpig1,Patagioenas flavirostris
perpig2,Patagioenas oenops
plapig,Patagioenas inornata
plupig2,Patagioenas plumbea
rudpig,Patagioenas subvinacea
shbpig,Patagioenas nigrirostris
duspig2,Patagioenas goodsoni
matdov1,Nesoenas picturatus
pinpig2,Nesoenas mayeri
eutdov,Streptopelia turtur
dutdov1,Streptopelia lugens
adtdov1,Streptopelia hypopyrrha
ortdov,Streptopelia orientalis
eucdov,Streptopelia decaocto
eurcod2,Streptopelia xanthocycla
afcdov1,Streptopelia roseogrisea
wwcdov1,Streptopelia reichenowi
afmdov1,Streptopelia decipiens
reedov1,Streptopelia semitorquata
rindov,Streptopelia capicola
vindov1,Streptopelia vinacea
recdov1,Streptopelia tranquebarica
spodov,Spilopelia chinensis
laudov1,Spilopelia senegalensis
bacdov1,Macropygia unchall
sbcdov1,Macropygia amboinensis
sulcud1,Macropygia doreya
rucdov1,Macropygia emiliana
engcud1,Macropygia cinnamomea
barcud1,Macropygia modiglianii
timcud1,Macropygia magna
tancud1,Macropygia timorlaoensis
ducdov1,Macropygia macassariensis
phcdov1,Macropygia tenuirostris
brcdov1,Macropygia phasianella
ancdov1,Macropygia rufipennis
bbcdov1,Macropygia nigrirostris
macdov1,Macropygia mackinlayi
licdov1,Macropygia ruficeps
grcdov2,Reinwardtoena reinwardti
picdov1,Reinwardtoena browni
crcdov1,Reinwardtoena crassirostris
wfcdov1,Turacoena manadensis
slacud1,Turacoena modesta
eswdov1,Turtur chalcospilos
bbwdov1,Turtur abyssinicus
bswdov1,Turtur afer
tamdov1,Turtur tympanistria
bhwdov1,Turtur brehmeri
namdov1,Oena capensis
emedov2,Chalcophaps indica
emedov3,Chalcophaps longirostris
stedov1,Chalcophaps stephani
negbro1,Henicophaps albifrons
combro1,Phaps chalcoptera
brubro1,Phaps elegans
crepig1,Ocyphaps lophotes
spipig2,Geophaps plumifera
squpig1,Geophaps scripta
parpig1,Geophaps smithii
tbgpig2,Trugon terrestris
wonpig1,Leucosarcia melanoleuca
diadov1,Geopelia cuneata
zebdov,Geopelia striata
peadov1,Geopelia placida
bardov2,Geopelia maugeus
basdov1,Geopelia humeralis
incdov,Columbina inca
scadov1,Columbina squammata
cogdov,Columbina passerina
pbgdov1,Columbina minuta
ecgdov1,Columbina buckleyi
rugdov,Columbina talpacoti
pigdov1,Columbina picui
crgdov1,Columbina cruziana
blgdov1,Claravis pretiosa
mcgdov1,Paraclaravis mondetoura
begdov1,Metriopelia morenoi
bwgdov1,Metriopelia melanoptera
gsgdov1,Metriopelia aymara
ltgdov1,Uropelia campestris
bhqdov1,Starnoenas cyanocephala
sapqud1,Geotrygon purpurata
sapqud2,Geotrygon saphirina
ruqdov,Geotrygon montana
viqdov1,Geotrygon violacea
wfqdov,Geotrygon leucometopia
kwqdov,Geotrygon chrysia
brqdov1,Geotrygon mystacea
obqdov1,Leptotrygon veraguensis
whtdov,Leptotila verreauxi
latdov1,Leptotila megalura
grfdov1,Leptotila rufaxilla
gyhdov1,Leptotila plumbeiceps
paldov1,Leptotila pallida
gredov1,Leptotila wellsi
cardov1,Leptotila jamaicensis
grcdov1,Leptotila cassinii
ocbdov1,Leptotila ochraceiventris
toldov1,Leptotila conoveri
tuqdov1,Zentrygon carrikeri
bfqdov1,Zentrygon costaricensis
pbqdov1,Zentrygon lawrencii
wfqdov1,Zentrygon albifacies
wtqdov1,Zentrygon frenata
liqdov1,Zentrygon linearis
chqdov1,Zentrygon chiriquensis
rcqdov1,Zentrygon goldmani
moudov,Zenaida macroura
eardov1,Zenaida auriculata
zendov,Zenaida aurita
whwdov,Zenaida asiatica
wepdov1,Zenaida meloda
nicpig1,Caloenas nicobarica
sugdov1,Gallicolumba tristigmata
mantho1,Phacellodomus [undescribed form]
minblh1,Gallicolumba crinigera
nebhea1,Gallicolumba keayi
wbgdov1,Alopecoenas jobiensis
wtgdov1,Alopecoenas xanthonurus
frgdov1,Alopecoenas stairi
scgdov1,Alopecoenas sanctaecrucis
phepig1,Otidiphaps nobilis
vicpig1,Goura victoria
whedov1,Phapitreron leucotis
amedov1,Phapitreron amethystinus
daedov2,Phapitreron brunneiceps
cihpig1,Treron fulvicollis
ligpig1,Treron olax
pinpig3,Treron vernans
orbpig1,Treron bicinctus
pomgrp2,Treron affinis
pomgrp5,Treron phayrei
pomgrp4,Treron chloropterus
pomgrp1,Treron axillaris
thbpig1,Treron curvirostra
gycpig1,Treron griseicauda
sugpig2,Treron teysmannii
flgpig1,Treron floris
timgrp1,Treron psittaceus
lagpig1,Treron capellei
yefpig1,Treron phoenicopterus
brgpig1,Treron waalia
madgrp1,Treron australis
madgrp2,Treron griveaudi
afrgrp1,Treron calvus
gnspig1,Treron oxyurus
yevpig1,Treron seimundi
wetpig1,Treron sphenurus
whbpig1,Treron sieboldii
whigrp1,Treron formosae permagnus/medioximus
whgpig1,Treron formosae
bbfdov1,Ptilinopus cinctus
shbtre1,Heliobletus contaminatus
rnfdov1,Ptilinopus dohertyi
phfdov1,Ptilinopus porphyreus
fbfdov1,Ptilinopus marchei
ybfdov2,Ptilinopus occipitalis
refdov1,Ptilinopus fischeri
jafdov1,Ptilinopus jambu
macfrd3,Ptilinopus subgularis
bcfdov1,Ptilinopus leclancheri
sbfdov1,Ptilinopus bernsteinii
wofdov1,Ptilinopus magnificus
psfdov1,Ptilinopus perlatus
tafdov1,Ptilinopus tannensis
offdov1,Ptilinopus aurantiifrons
wafdov1,Ptilinopus wallacii
sufdov1,Ptilinopus superbus
mcfdov1,Ptilinopus perousii
pucfrd1,Ptilinopus ponapensis
kosfrd1,Ptilinopus hernsheimi
pafdov1,Ptilinopus pelewensis
cifdov1,Ptilinopus rarotongensis
mafdov2,Ptilinopus roseicapilla
rcfdov1,Ptilinopus regina
gygfrd1,Ptilinopus purpuratus
mafdov1,Ptilinopus chalcurus
atfdov1,Ptilinopus coralensis
rbfdov1,Ptilinopus greyi
wcfdov1,Ptilinopus dupetithouarsii
cofdov1,Ptilinopus coronulatus
befdov1,Ptilinopus pulchellus
bcfdov2,Ptilinopus monacha
whbfrd1,Ptilinopus rivoli
yebfrd1,Ptilinopus speciosus
yebfrd2,Ptilinopus solomonensis
cbfdov1,Ptilinopus viridis
whfdov2,Ptilinopus eugeniae
obfdov1,Ptilinopus iozonus
gyhfrd1,Ptilinopus hyogastrus
cafdov1,Ptilinopus granulifrons
bknfrd1,Ptilinopus melanospilus
dwafrd1,Ptilinopus nainus
oradov1,Ptilinopus victor
goldov1,Ptilinopus luteovirens
veldov1,Ptilinopus layardi
mabpig1,Alectroenas madagascariensis
cobpig1,Alectroenas sganzini
sebpig1,Alectroenas pulcherrimus
pbipig1,Ducula poliocephala
wbipig1,Ducula forsteni
gripig1,Ducula aenea
grnimp2,Ducula nicobarica
wheimp2,Ducula perspicillata
wheimp1,Ducula neglecta
elipig1,Ducula concinna
paipig1,Ducula pacifica
miipig1,Ducula oceanica
marimp1,Ducula galeata
rkipig1,Ducula rubricera
spipig1,Ducula myristicivora
spiimp2,Ducula geelvinkiana
ptipig1,Ducula rufigaster
cbipig2,Ducula basilica
fiipig1,Ducula finschii
isipig1,Ducula pistrinaria
phipig1,Ducula rosacea
ciipig1,Ducula whartoni
gryimp1,Ducula pickeringii
peipig1,Ducula latrans
cbipig1,Ducula brenchleyi
baipig1,Ducula bakeri
ncipig1,Ducula goliath
piipig2,Ducula pinon
zoeimp1,Ducula zoeae
mouimp1,Ducula cuprea
moipig1,Ducula badia
dbipig1,Ducula lacernulata
tiipig1,Ducula cineracea
piipig1,Ducula bicolor
whiimp1,Ducula luctuosa
torimp1,Ducula spilorrhoa
torimp2,Ducula subflavescens
nezpig2,Hemiphaga novaeseelandiae
nezpig3,Hemiphaga chathamensis
sompig2,Cryptophaps poecilorrhoa
afrfin1,Podica senegalensis
masfin3,Heliopais personatus
sungre1,Heliornis fulica
madwor1,Mentocrex kioloides
tsiwor1,Mentocrex beankaensis
whsflu1,Sarothrura pulchra
busflu1,Sarothrura elegans
recflu1,Sarothrura rufa
chhflu1,Sarothrura lugens
stbflu1,Sarothrura boehmi
strflu1,Sarothrura affinis
madflu1,Sarothrura insularis
slbflu1,Sarothrura watersi
wsfrai1,Rallina leucospila
chfrai1,Rallina rubra
forrai1,Rallina forbesi
astcra1,Mustelirallus albicollis
pabcra,Mustelirallus erythrops
colcra2,Mustelirallus colombianus
sporai,Pardirallus maculatus
blarai1,Pardirallus nigricans
plurai1,Pardirallus sanguinolentus
unicra1,Amaurolimnas concolor
rnwrai1,Aramides axillaris
liwrai1,Aramides mangle
runwor1,Aramides albiventris
gycwor1,Aramides cajaneus
brwrai1,Aramides wolfi
giwrai1,Aramides ypecaha
rwwrai1,Aramides calopterus
sbwrai1,Aramides saracura
ridrai1,Rallus obsoletus
clarai11,Rallus crepitans
kinrai2,Rallus tenuirostris
manrai1,Rallus longirostris
kinrai4,Rallus elegans
virrai,Rallus limicola
bograi1,Rallus semiplumbeus
virrai1,Rallus limicola aequatorialis/meyerdeschauenseei
ausrai1,Rallus antarcticus
watrai1,Rallus aquaticus
bncrai1,Rallus indicus
afrrai1,Rallus caerulescens
madrai1,Rallus madagascariensis
afrcra1,Crex egregia
whtrai1,Dryolimnas cuvieri
corcra,Crex crex
slbrai1,Lewinia striata
lewrai1,Lewinia pectoralis
invrai1,Gallirallus wallacii
weka1,Gallirallus australis
cherai1,Gallirallus castaneoventris
okirai1,Gallirallus okinawae
barrai1,Gallirallus torquatus
bubrai1,Gallirallus philippensis
lohrai1,Gallirallus sylvestris
spfgal1,Porphyriops melanops
sora,Porzana carolina
spocra1,Porzana porzana
auscra1,Porzana fluminea
tanhen1,Tribonyx mortierii
lesmoo1,Paragallinula angulata
dusmoo1,Gallinula tenebrosa
comgal1,Gallinula galeata
commoo3,Gallinula chloropus
trimoo3,Gallinula comeri
refcoo1,Fulica rufifrons
giacoo1,Fulica gigantea
regcoo1,Fulica armillata
eurcoo,Fulica atra
rekcoo1,Fulica cristata
hawcoo,Fulica alai
y00475,Fulica americana
slccoo1,Fulica ardesiaca
whwcoo1,Fulica leucoptera
allgal1,Porphyrio alleni
purgal2,Porphyrio martinica
fusfly1,Cnemotriccus fuscatus
azugal1,Porphyrio flavirostris
purswa1,Porphyrio porphyrio
purswa2,Porphyrio madagascariensis
purswa3,Porphyrio poliocephalus
purswa6,Porphyrio melanotus
takahe3,Porphyrio hochstetteri
ocecra1,Micropygia schomburgkii
ruccra1,Anurolimnas viridis
chhcra1,Anurolimnas castaneiceps
swirai1,Coturnicops exquisitus
yelrai,Coturnicops noveboracensis
yebcra1,Hapalocrex flaviventer
blkrai,Laterallus jamaicensis
mappyt1,Myiornis [undescribed form]
galrai1,Laterallus spilonota
dowcra1,Porzana spiloptera
rudcra1,Laterallus ruber
ruscra1,Laterallus melanophaius
rufcra2,Laterallus levraudi
rufcra1,Laterallus xenopterus
rawcra1,Laterallus leucopyrrhus
grbcra1,Laterallus exilis
whtcra1,Laterallus albigularis
blbcra1,Anurolimnas fasciatus
blacra1,Zapornia flavirostra
sakrai1,Zapornia olivieri
rubcra1,Zapornia fusca
babcra1,Zapornia paykullii
bltcra1,Zapornia bicolor
brocra1,Zapornia akool
baicra1,Zapornia pusilla
litcra1,Zapornia parva
spocra2,Zapornia tabuensis
sllcra1,Rallina eurizonoides
andcra1,Rallina canningi
relcra1,Rallina fasciata
rencra1,Rallina tricolor
nkurai1,Himantornis haematopus
whbcra1,Poliolimnas cinereus
strcra1,Amaurornis marginalis
waterc1,Gallicrex cinerea
whbwat1,Amaurornis phoenicurus
plabuh1,Amaurornis olivacea
isabuh1,Amaurornis isabellina
rutbuh1,Amaurornis moluccana
gywtru1,Psophia crepitans
pawtru2,Psophia leucoptera
dawtru1,Psophia viridis
grccra1,Balearica regulorum
blccra1,Balearica pavonina
sibcra1,Leucogeranus leucogeranus
sancra,Antigone canadensis
whncra1,Antigone vipio
